,location,size,total_sqft,bath,price
3280,Malleshwaram,3,2475.0,4.0,326.0
3281,Malleshwaram,3,2475.0,4.0,340.0
3282,Malleshwaram,2,1400.0,2.0,190.0
3283,Malleshwaram,3,2475.0,4.0,300.0
3284,Malleshwaram,4,2610.0,4.0,306.0
3285,Marathahalli,3,1310.0,3.0,63.25
3286,Marathahalli,2,1200.0,2.0,60.0
3287,Marathahalli,2,950.0,2.0,46.96
3288,Marathahalli,2,1230.0,2.0,80.0
3289,Marathahalli,2,1019.0,2.0,49.85
3290,Marathahalli,2,1215.0,2.0,67.0
3291,Marathahalli,2,1019.0,2.0,49.86
3292,Marathahalli,2,1325.0,2.0,71.55
3293,Marathahalli,3,1575.0,3.0,78.0
3294,Marathahalli,2,1152.0,2.0,56.0
3295,Marathahalli,3,1610.0,3.0,90.0
3296,Marathahalli,2,1146.0,2.0,70.0
3297,Marathahalli,4,4000.0,5.0,212.0
3298,Marathahalli,3,1469.0,3.0,89.0
3299,Marathahalli,3,1530.0,3.0,74.5
3300,Marathahalli,3,1840.0,3.0,98.0
3301,Marathahalli,4,3951.0,4.0,220.0
3302,Marathahalli,3,1385.0,2.0,66.65
3303,Marathahalli,2,957.0,2.0,46.9
3304,Marathahalli,3,1350.0,3.0,72.0
3305,Marathahalli,4,4000.0,5.0,212.0
3306,Marathahalli,2,1071.0,2.0,52.25
3307,Marathahalli,2,1215.0,2.0,58.86
3308,Marathahalli,2,1102.0,2.0,53.67
3309,Marathahalli,3,1900.0,3.0,123.0
3310,Marathahalli,2,1045.0,2.0,60.0
3311,Marathahalli,3,1305.0,2.0,69.0
3312,Marathahalli,2,1215.0,2.0,58.86
3313,Marathahalli,2,1365.0,2.0,73.0
3314,Marathahalli,4,3800.0,4.0,205.0
3315,Marathahalli,4,3895.0,4.0,220.0
3316,Marathahalli,3,1785.0,3.0,94.0
3317,Marathahalli,4,4000.0,4.0,220.0
3318,Marathahalli,2,1208.0,2.0,70.0
3319,Marathahalli,3,1525.0,3.0,90.0
3320,Marathahalli,3,1550.0,3.0,83.0
3321,Marathahalli,2,1350.0,2.0,86.0
3322,Marathahalli,2,957.0,2.0,47.0
3323,Marathahalli,4,4000.0,4.0,220.0
3324,Marathahalli,2,1200.0,2.0,58.0
3325,Marathahalli,3,1650.0,3.0,86.45
3326,Marathahalli,1,607.0,1.0,35.0
3327,Marathahalli,2,1075.0,2.0,52.43
3328,Marathahalli,2,1220.0,2.0,58.5
3329,Marathahalli,2,950.0,2.0,45.68
3330,Marathahalli,3,1595.0,3.0,90.0
3331,Marathahalli,2,1020.0,2.0,57.0
3332,Marathahalli,2,1600.0,3.0,88.0
3333,Marathahalli,3,1710.0,3.0,100.0
3334,Marathahalli,3,1530.0,3.0,73.5
3335,Marathahalli,2,1358.0,2.0,81.0
3336,Marathahalli,2,1205.0,2.0,75.0
3337,Marathahalli,3,1730.0,3.0,110.0
3338,Marathahalli,2,1200.0,2.0,67.0
3339,Marathahalli,2,1095.0,2.0,60.0
3340,Marathahalli,2,1050.0,2.0,65.0
3341,Marathahalli,2,1102.0,2.0,53.67
3342,Marathahalli,2,1026.0,2.0,49.95
3343,Marathahalli,4,3940.0,4.0,220.0
3344,Marathahalli,3,1435.0,3.0,73.0
3345,Marathahalli,2,1220.0,2.0,59.0
3346,Marathahalli,2,881.0,2.0,48.06
3347,Marathahalli,3,1130.0,2.0,58.0
3348,Marathahalli,3,1710.0,3.0,100.0
3349,Marathahalli,3,1680.0,3.0,105.0
3350,Marathahalli,3,1910.0,3.0,119.0
3351,Marathahalli,2,1602.0,2.0,104.0
3352,Marathahalli,1,700.0,1.0,38.0
3353,Marathahalli,3,1469.0,3.0,89.0
3354,Marathahalli,3,1385.0,2.0,68.5
3355,Marathahalli,2,1065.0,2.0,55.0
3356,Marathahalli,2,1196.0,2.0,57.9
3357,Marathahalli,3,1595.0,3.0,88.0
3358,Marathahalli,3,2122.0,3.0,125.0
3359,Marathahalli,4,4000.0,4.0,200.0
3360,Marathahalli,3,1200.0,2.0,58.17
3361,Marathahalli,2,1125.0,2.0,55.0
3362,Marathahalli,3,1950.0,3.0,115.0
3363,Marathahalli,2,1250.0,2.0,68.0
3364,Marathahalli,2,1125.0,2.0,56.8
3365,Marathahalli,2,957.0,2.0,47.0
3366,Marathahalli,4,3855.0,4.0,220.0
3367,Marathahalli,3,1310.0,3.0,63.22
3368,Marathahalli,4,3800.0,4.0,235.0
3369,Marathahalli,4,3951.0,4.0,230.0
3370,Marathahalli,2,1125.0,2.0,54.8
3371,Marathahalli,2,1270.0,2.0,73.0
3372,Marathahalli,2,950.0,2.0,46.7
3373,Marathahalli,3,1550.0,3.0,85.0
3374,Marathahalli,2,1019.0,2.0,49.86
3375,Marathahalli,2,1144.0,2.0,65.0
3376,Marathahalli,2,1135.0,2.0,60.0
3377,Marathahalli,2,1102.0,2.0,53.67
3378,Marathahalli,3,1108.0,2.0,60.0
3379,Marathahalli,2,1026.0,2.0,50.18
3380,Marathahalli,3,1800.0,3.0,95.0
3381,Marathahalli,3,1650.0,3.0,85.0
3382,Marathahalli,2,1270.0,2.0,80.0
3383,Marathahalli,2,1196.0,2.0,57.95
3384,Marathahalli,3,1310.0,3.0,63.25
3385,Marathahalli,3,1485.0,2.0,90.0
3386,Marathahalli,2,1146.0,2.0,69.0
3387,Margondanahalli,2,1090.0,2.0,58.0
3388,Margondanahalli,2,1200.0,2.0,67.0
3389,Margondanahalli,3,1200.0,2.0,65.0
3390,Margondanahalli,2,900.0,2.0,49.0
3391,Margondanahalli,2,1140.0,2.0,60.0
3392,Margondanahalli,2,1200.0,2.0,65.0
3393,Margondanahalli,2,1050.0,2.0,58.0
3394,Margondanahalli,2,1160.0,2.0,65.0
3395,Margondanahalli,2,1334.0,2.0,67.76
3396,Marsur,4,1800.0,4.0,145.0
3397,Marsur,3,1200.0,3.0,90.0
3398,Mico Layout,2,1125.0,2.0,40.0
3399,Mico Layout,1,800.0,1.0,29.5
3400,Mico Layout,3,1250.0,2.0,44.0
3401,Mico Layout,3,1670.0,3.0,59.0
3402,Mico Layout,2,1140.0,2.0,43.0
3403,Munnekollal,2,1170.0,2.0,52.0
3404,Munnekollal,2,1102.0,2.0,53.67
3405,Munnekollal,3,1390.0,3.0,68.0
3406,Munnekollal,2,950.0,2.0,46.5
3407,Munnekollal,3,1560.0,3.0,75.0
3408,Munnekollal,3,1750.0,3.0,86.5
3409,Munnekollal,3,1385.0,2.0,66.5
3410,Munnekollal,3,1540.0,2.0,70.0
3411,Munnekollal,3,1200.0,2.0,57.9
3412,Munnekollal,2,1030.0,2.0,50.36
3413,Murugeshpalya,3,1550.0,3.0,74.0
3414,Murugeshpalya,3,1845.0,3.0,91.0
3415,Murugeshpalya,3,1600.0,2.0,65.0
3416,Murugeshpalya,3,1344.0,2.0,56.0
3417,Murugeshpalya,3,1500.0,2.0,70.0
3418,Murugeshpalya,3,1855.0,3.0,96.0
3419,Mysore Road,3,1710.0,4.0,91.31
3420,Mysore Road,2,1020.0,2.0,48.95
3421,Mysore Road,2,980.0,2.0,45.47
3422,Mysore Road,2,883.0,2.0,40.0
3423,Mysore Road,2,1200.0,2.0,65.0
3424,Mysore Road,3,1340.0,2.0,64.31
3425,Mysore Road,3,1082.0,3.0,50.5
3426,Mysore Road,3,1340.0,2.0,64.31
3427,Mysore Road,2,883.0,2.0,40.95
3428,Mysore Road,2,1070.0,2.0,49.65
3429,Mysore Road,3,1082.0,3.0,50.0
3430,Mysore Road,2,883.0,2.0,50.0
3431,Mysore Road,2,1155.0,2.0,51.0
3432,Mysore Road,2,883.0,2.0,45.0
3433,Mysore Road,2,1170.0,2.0,65.0
3434,Mysore Road,2,1029.5,2.0,50.855
3435,Mysore Road,2,940.0,2.0,43.61
3436,Mysore Road,3,1500.0,3.0,74.0
3437,Mysore Road,2,1020.0,2.0,48.95
3438,Mysore Road,3,1410.0,2.0,64.0
3439,Mysore Road,3,1560.0,2.0,83.3
3440,Mysore Road,3,1080.0,2.0,60.0
3441,Mysore Road,3,1500.0,3.0,70.0
3442,NGR Layout,2,1020.0,2.0,45.9
3443,NGR Layout,2,1105.0,2.0,49.73
3444,NGR Layout,2,1022.0,2.0,45.9
3445,NGR Layout,2,1019.0,2.0,45.9
3446,NGR Layout,2,1020.0,2.0,46.0
3447,NGR Layout,2,1021.0,2.0,46.0
3448,NGR Layout,2,1021.0,2.0,45.9
3449,NRI Layout,3,1565.0,2.0,75.0
3450,NRI Layout,5,2500.0,5.0,130.0
3451,NRI Layout,4,2150.0,4.0,115.0
3452,NRI Layout,3,1789.0,3.0,75.0
3453,NRI Layout,2,2400.0,2.0,125.0
3454,Nagarbhavi,3,1630.0,2.0,98.0
3455,Nagarbhavi,3,1523.0,2.0,53.4
3456,Nagarbhavi,3,2400.0,3.0,160.0
3457,Nagarbhavi,1,884.0,2.0,36.0
3458,Nagarbhavi,2,1055.0,2.0,55.0
3459,Nagarbhavi,3,1350.0,2.0,54.6
3460,Nagarbhavi,2,1223.0,2.0,60.0
3461,Nagarbhavi,2,956.0,2.0,49.0
3462,Nagarbhavi,3,1560.0,3.0,66.0
3463,Nagarbhavi,3,1400.0,2.0,85.0
3464,Nagarbhavi,3,1515.0,2.0,79.0
3465,Nagarbhavi,2,1145.0,2.0,40.0
3466,Nagarbhavi,1,300.0,1.0,20.0
3467,Nagarbhavi,1,710.0,2.0,40.0
3468,Nagarbhavi,3,1850.0,3.0,88.0
3469,Nagarbhavi,2,1212.0,2.0,50.0
3470,Nagarbhavi,2,1020.0,2.0,55.0
3471,Nagarbhavi,3,1850.0,3.0,90.0
3472,Nagarbhavi,2,1120.0,2.0,53.0
3473,Nagarbhavi,3,1850.0,2.0,88.0
3474,Nagarbhavi,2,1146.0,2.0,50.0
3475,Nagarbhavi,3,1850.0,2.0,89.0
3476,Nagarbhavi,2,1190.0,2.0,63.0
3477,Nagarbhavi,3,1523.0,2.0,56.0
3478,Nagarbhavi,2,1050.0,2.0,80.0
3479,Nagarbhavi,5,2500.0,3.0,180.0
3480,Nagarbhavi,3,1350.0,3.0,60.0
3481,Nagarbhavi,3,1635.0,3.0,85.0
3482,Nagarbhavi,3,2200.0,2.0,99.0
3483,Nagarbhavi,2,1100.0,2.0,46.2
3484,Nagarbhavi,2,1080.0,2.0,49.0
3485,Nagarbhavi,2,1225.0,2.0,58.0
3486,Nagasandra,4,2400.0,4.0,145.0
3487,Nagasandra,3,1650.0,3.0,95.0
3488,Nagasandra,2,1500.0,2.0,91.0
3489,Nagavara,4,2172.65,3.0,120.0
3490,Nagavara,3,1545.0,2.0,58.0
3491,Nagavara,2,936.0,2.0,40.2
3492,Nagavara,2,1125.0,2.0,44.5
3493,Nagavara,2,1315.0,2.0,70.0
3494,Nagavara,2,1077.0,2.0,50.0
3495,Nagavara,4,2496.0,4.0,125.0
3496,Nagavara,2,1110.0,2.0,44.95
3497,Nagavara,2,1247.0,2.0,58.56
3498,Nagavarapalya,2,1392.0,2.0,99.0
3499,Nagavarapalya,1,705.0,1.0,52.5
3500,Nagavarapalya,1,705.0,1.0,57.0
3501,Nagavarapalya,1,705.0,1.0,55.0
3502,Nagavarapalya,1,705.0,1.0,57.0
3503,Nagavarapalya,2,1260.0,2.0,85.5
3504,Narayanapura,3,1485.0,3.0,85.0
3505,Narayanapura,3,2357.0,3.0,135.0
3506,Narayanapura,3,2357.0,3.0,135.0
3507,Neeladri Nagar,2,1053.0,2.0,45.0
3508,Neeladri Nagar,1,674.0,1.0,21.0
3509,Neeladri Nagar,3,1167.0,2.0,38.0
3510,Neeladri Nagar,2,1060.0,2.0,35.0
3511,Neeladri Nagar,1,640.0,1.0,20.5
3512,Neeladri Nagar,10,4000.0,12.0,160.0
3513,Nehru Nagar,4,2363.0,5.0,120.0
3514,Nehru Nagar,4,2342.0,3.0,115.0
3515,Nehru Nagar,3,1374.0,3.0,72.0
3516,Nehru Nagar,3,1674.0,3.0,90.0
3517,Nehru Nagar,3,1269.0,2.0,63.0
3518,Nehru Nagar,2,1100.0,2.0,50.0
3519,Nehru Nagar,3,1674.0,3.0,81.0
3520,OMBR Layout,2,1078.0,2.0,65.0
3521,OMBR Layout,2,1101.0,2.0,65.5
3522,OMBR Layout,2,1041.0,2.0,65.5
3523,OMBR Layout,2,1300.0,2.0,80.0
3524,OMBR Layout,2,1085.0,2.0,64.0
3525,OMBR Layout,3,1730.0,3.0,93.0
3526,OMBR Layout,2,1101.0,2.0,66.0
3527,Old Airport Road,4,2732.0,4.0,204.0
3528,Old Airport Road,4,3356.0,4.0,251.0
3529,Old Airport Road,4,2774.0,4.0,207.0
3530,Old Airport Road,4,2690.0,4.0,191.0
3531,Old Airport Road,4,2690.0,4.0,199.0
3532,Old Airport Road,2,1150.0,2.0,90.0
3533,Old Airport Road,4,2690.0,4.0,191.0
3534,Old Airport Road,4,2658.0,5.0,187.0
3535,Old Airport Road,4,2774.0,4.0,208.0
3536,Old Airport Road,4,2774.0,4.0,208.0
3537,Old Airport Road,4,2690.0,4.0,201.0
3538,Old Airport Road,2,1145.0,2.0,75.0
3539,Old Airport Road,4,2732.0,4.0,194.0
3540,Old Airport Road,4,2658.0,5.0,189.0
3541,Old Airport Road,4,2774.0,4.0,197.0
3542,Old Airport Road,4,3496.0,4.0,262.0
3543,Old Airport Road,4,2774.0,4.0,197.0
3544,Old Airport Road,4,2732.0,4.0,204.0
3545,Old Airport Road,4,2774.0,4.0,208.0
3546,Old Airport Road,2,1184.0,2.0,78.0
3547,Old Airport Road,4,3504.0,4.0,262.0
3548,Old Airport Road,2,1055.0,2.0,75.0
3549,Old Madras Road,4,3715.0,6.0,224.5
3550,Old Madras Road,4,3630.0,6.0,195.0
3551,Old Madras Road,4,3715.0,6.0,200.5
3552,Old Madras Road,3,1720.0,3.0,100.0
3553,Old Madras Road,2,1200.0,2.0,72.0
3554,Old Madras Road,2,1100.0,2.0,70.0
3555,Old Madras Road,3,2760.0,5.0,157.0
3556,Old Madras Road,2,1171.0,2.0,75.0
3557,Old Madras Road,3,2640.0,5.0,142.0
3558,Old Madras Road,4,2010.0,3.0,125.0
3559,Old Madras Road,4,2010.0,3.0,115.0
3560,Old Madras Road,3,1480.0,2.0,84.0
3561,Old Madras Road,2,1210.0,2.0,74.0
3562,Old Madras Road,2,1171.0,2.0,72.0
3563,Old Madras Road,4,3630.0,6.0,196.0
3564,Old Madras Road,3,1480.0,3.0,95.0
3565,Old Madras Road,3,1425.0,2.0,74.31
3566,Old Madras Road,3,2990.0,5.0,173.0
3567,Old Madras Road,4,4000.0,4.0,225.0
3568,Old Madras Road,3,2300.0,3.0,142.0
3569,Old Madras Road,4,3630.0,6.0,207.0
3570,Old Madras Road,2,1210.0,2.0,77.0
3571,Old Madras Road,5,5020.0,7.0,287.0
3572,Old Madras Road,4,3715.0,6.0,212.5
3573,Old Madras Road,2,1330.0,2.0,74.0
3574,Old Madras Road,3,1720.0,3.0,106.0
3575,Old Madras Road,3,2640.0,5.0,150.0
3576,Old Madras Road,3,2990.0,3.0,170.0
3577,Old Madras Road,2,1171.0,2.0,73.0
3578,Old Madras Road,2,2640.0,2.0,170.0
3579,Others,2,1100.0,2.0,48.0
3580,Others,3,1250.0,3.0,56.0
3581,Others,1,600.0,1.0,38.0
3582,Others,2,869.0,2.0,36.0
3583,Others,2,1270.0,2.0,50.0
3584,Others,2,840.0,2.0,45.0
3585,Others,3,4395.0,3.0,240.0
3586,Others,2,845.0,2.0,55.0
3587,Others,3,2511.0,3.0,205.0
3588,Others,3,1660.0,2.0,105.0
3589,Others,3,1450.0,2.0,70.0
3590,Others,2,1200.0,2.0,65.0
3591,Others,3,1200.0,3.0,90.0
3592,Others,2,1007.0,2.0,43.0
3593,Others,2,1200.0,2.0,50.0
3594,Others,2,966.0,2.0,49.9
3595,Others,2,782.0,2.0,55.68
3596,Others,3,1800.0,3.0,120.0
3597,Others,3,1413.0,2.0,75.0
3598,Others,2,945.0,2.0,54.0
3599,Others,3,1870.0,3.0,110.0
3600,Others,3,1260.0,2.0,85.05
3601,Others,3,2795.0,4.0,235.0
3602,Others,3,1350.0,2.0,48.0
3603,Others,3,1904.0,3.0,150.0
3604,Others,3,1425.0,2.0,75.0
3605,Others,3,1470.0,2.0,70.0
3606,Others,3,1500.0,3.0,100.0
3607,Others,2,1340.0,2.0,55.7
3608,Others,3,1783.0,3.0,115.0
3609,Others,3,912.0,2.0,70.0
3610,Others,2,1207.0,2.0,43.5
3611,Others,3,1798.0,3.0,89.0
3612,Others,3,1580.0,3.0,100.0
3613,Others,3,1415.0,3.0,78.0
3614,Others,4,2000.0,4.0,75.5
3615,Others,2,1500.0,2.0,115.0
3616,Others,2,1148.0,2.0,60.0
3617,Others,2,1110.0,2.0,55.0
3618,Others,3,1500.0,2.0,65.0
3619,Others,2,1080.0,2.0,39.0
3620,Others,2,1060.0,2.0,60.0
3621,Others,8,2600.0,8.0,180.0
3622,Others,3,1644.0,3.0,84.0
3623,Others,2,1285.0,2.0,72.5
3624,Others,3,4050.0,3.0,280.0
3625,Others,2,1060.0,2.0,55.0
3626,Others,2,1280.0,2.0,69.0
3627,Others,3,3045.0,3.0,170.0
3628,Others,2,700.0,1.0,26.0
3629,Others,4,4111.0,4.0,250.0
3630,Others,2,1084.0,2.0,50.0
3631,Others,2,950.0,2.0,47.0
3632,Others,4,2000.0,4.0,120.0
3633,Others,3,1560.0,3.0,115.0
3634,Others,2,1113.0,2.0,51.0
3635,Others,2,1200.0,2.0,55.0
3636,Others,3,1645.0,3.0,95.0
3637,Others,2,1200.0,2.0,79.0
3638,Others,2,1230.0,2.0,48.0
3639,Others,3,1800.0,3.0,150.0
3640,Others,3,1592.0,3.0,75.0
3641,Others,3,1762.0,3.0,125.0
3642,Others,2,950.0,2.0,50.0
3643,Others,3,1200.0,3.0,90.0
3644,Others,3,1629.0,3.0,79.0
3645,Others,2,1460.0,2.0,58.0
3646,Others,3,1760.0,3.0,88.0
3647,Others,2,1069.0,2.0,55.0
3648,Others,3,1450.0,3.0,55.0
3649,Others,3,1630.0,3.0,68.29
3650,Others,11,5000.0,9.0,360.0
3651,Others,2,850.0,2.0,30.0
3652,Others,2,1200.0,2.0,62.0
3653,Others,4,4800.0,4.0,235.0
3654,Others,2,1200.0,2.0,74.0
3655,Others,3,1464.0,3.0,56.0
3656,Others,4,2000.0,4.0,99.0
3657,Others,3,1753.0,3.0,120.0
3658,Others,2,1000.0,2.0,53.0
3659,Others,2,720.0,2.0,45.0
3660,Others,3,1300.0,3.0,58.0
3661,Others,2,1115.0,2.0,40.0
3662,Others,1,700.0,1.0,41.0
3663,Others,4,1600.0,4.0,80.0
3664,Others,3,1595.0,3.0,115.0
3665,Others,2,1353.0,2.0,110.0
3666,Others,1,1200.0,2.0,85.0
3667,Others,2,1028.0,2.0,45.5
3668,Others,3,1385.0,2.0,48.48
3669,Others,3,1325.0,2.0,90.0
3670,Others,2,1800.0,1.0,80.0
3671,Others,2,1056.0,2.0,80.0
3672,Others,2,1080.0,2.0,50.0
3673,Others,2,1160.0,2.0,55.0
3674,Others,3,1544.0,3.0,120.0
3675,Others,2,1200.0,2.0,65.0
3676,Others,1,540.0,1.0,36.0
3677,Others,2,1180.0,2.0,42.0
3678,Others,2,1600.0,2.0,115.0
3679,Others,1,416.0,1.0,18.5
3680,Others,2,1260.0,2.0,45.0
3681,Others,3,1630.0,3.0,85.0
3682,Others,1,834.0,1.0,60.0
3683,Others,3,1125.0,4.0,70.0
3684,Others,3,1375.0,3.0,70.0
3685,Others,1,469.0,1.0,25.0
3686,Others,6,3600.0,4.0,160.0
3687,Others,2,1160.0,2.0,52.2
3688,Others,3,1641.0,3.0,66.0
3689,Others,3,2072.0,3.0,108.0
3690,Others,3,1200.0,2.0,70.0
3691,Others,3,1350.0,3.0,77.0
3692,Others,3,1180.0,2.0,78.34
3693,Others,2,1355.0,2.0,115.0
3694,Others,1,600.0,1.0,50.0
3695,Others,3,2300.0,3.0,120.0
3696,Others,2,1240.0,2.0,60.0
3697,Others,3,1750.0,3.0,120.0
3698,Others,2,1230.0,2.0,43.48
3699,Others,2,950.0,2.0,44.0
3700,Others,2,1045.0,2.0,45.0
3701,Others,3,1570.0,3.0,62.0
3702,Others,3,1325.0,3.0,57.0
3703,Others,2,1202.0,2.0,48.0
3704,Others,2,1200.0,2.0,62.5
3705,Others,1,425.0,1.0,20.03
3706,Others,2,1100.0,2.0,48.0
3707,Others,3,1750.0,3.0,85.0
3708,Others,2,775.0,2.0,55.0
3709,Others,2,1105.0,2.0,58.0
3710,Others,3,1602.0,2.0,75.0
3711,Others,3,1780.0,3.0,84.83
3712,Others,4,1200.0,3.0,95.0
3713,Others,3,1200.0,3.0,95.0
3714,Others,7,2500.0,6.0,115.0
3715,Others,2,1180.0,2.0,69.0
3716,Others,2,1282.0,2.0,87.0
3717,Others,3,1611.0,2.0,64.44
3718,Others,3,1500.0,2.0,95.0
3719,Others,1,530.0,1.0,20.0
3720,Others,2,1350.0,2.0,80.0
3721,Others,8,2400.0,6.0,125.0
3722,Others,2,1225.0,2.0,53.0
3723,Others,2,1141.0,2.0,62.0
3724,Others,2,1175.0,2.0,48.27
3725,Others,1,950.0,1.0,40.0
3726,Others,2,1209.0,2.0,50.0
3727,Others,5,4200.0,5.0,225.0
3728,Others,3,1800.0,3.0,90.0
3729,Others,5,1600.0,4.0,125.0
3730,Others,2,1405.0,2.0,70.0
3731,Others,3,1480.0,3.0,90.0
3732,Others,3,1600.0,3.0,90.0
3733,Others,3,1500.0,3.0,115.0
3734,Others,3,1824.0,3.0,125.0
3735,Others,1,750.0,1.0,56.25
3736,Others,2,1060.0,2.0,42.0
3737,Others,3,1500.0,3.0,62.0
3738,Others,2,1339.0,2.0,55.0
3739,Others,3,1600.0,3.0,75.0
3740,Others,2,1225.0,2.0,55.11
3741,Others,2,1000.0,2.0,50.0
3742,Others,4,6000.0,5.0,400.0
3743,Others,3,2400.0,3.0,170.0
3744,Others,2,1480.0,2.0,65.0
3745,Others,3,1500.0,2.0,98.0
3746,Others,3,1500.0,3.0,100.0
3747,Others,2,1133.0,2.0,55.0
3748,Others,2,856.0,2.0,40.0
3749,Others,4,14000.0,3.0,800.0
3750,Others,3,1384.0,3.0,62.28
3751,Others,3,1508.0,3.0,70.25
3752,Others,4,2150.0,4.0,80.0
3753,Others,2,1250.0,2.0,62.0
3754,Others,2,1050.0,2.0,67.0
3755,Others,3,1596.0,3.0,105.0
3756,Others,3,1800.0,3.0,80.0
3757,Others,2,925.0,2.0,48.0
3758,Others,2,1395.0,2.0,63.59
3759,Others,3,1200.0,3.0,85.0
3760,Others,2,1132.0,2.0,67.0
3761,Others,2,1262.0,2.0,63.0
3762,Others,3,1515.0,3.0,88.0
3763,Others,3,1655.0,3.0,86.06
3764,Others,7,5000.0,7.0,299.0
3765,Others,2,1380.0,2.0,80.0
3766,Others,3,1450.0,3.0,65.0
3767,Others,2,1200.0,2.0,54.0
3768,Others,2,1178.0,2.0,47.0
3769,Others,3,2200.0,3.0,187.0
3770,Others,4,3600.0,4.0,300.0
3771,Others,3,1595.0,3.0,76.0
3772,Others,2,1093.0,2.0,65.0
3773,Others,2,1367.0,2.0,62.0
3774,Others,3,1535.0,3.0,95.0
3775,Others,2,1015.0,2.0,45.0
3776,Others,2,1100.0,2.0,62.7
3777,Others,2,930.0,2.0,45.0
3778,Others,3,1650.0,2.0,80.0
3779,Others,3,1240.0,2.0,46.0
3780,Others,2,1100.0,2.0,60.0
3781,Others,3,1450.0,2.0,85.0
3782,Others,4,2000.0,3.0,166.0
3783,Others,2,700.0,2.0,27.0
3784,Others,2,1050.0,2.0,45.0
3785,Others,3,1756.0,3.0,100.0
3786,Others,3,1532.0,3.0,92.0
3787,Others,3,1650.0,3.0,110.0
3788,Others,2,1200.0,2.0,66.0
3789,Others,2,1180.0,2.0,48.0
3790,Others,3,1525.0,2.0,122.0
3791,Others,3,1435.0,3.0,70.0
3792,Others,3,1560.0,2.0,66.0
3793,Others,2,1070.0,2.0,42.0
3794,Others,4,2400.0,3.0,200.0
3795,Others,2,1300.0,2.0,60.0
3796,Others,2,3040.0,1.0,180.0
3797,Others,3,1310.0,2.0,50.0
3798,Others,4,1200.0,4.0,72.0
3799,Others,2,1135.0,2.0,68.0
3800,Others,2,900.0,2.0,55.0
3801,Others,2,1210.0,2.0,62.0
3802,Others,3,1464.0,3.0,56.0
3803,Others,3,1600.0,3.0,80.0
3804,Others,2,1100.0,2.0,50.0
3805,Others,2,1269.72,2.0,68.0
3806,Others,3,1168.0,3.0,70.0
3807,Others,4,2100.0,4.0,155.0
3808,Others,2,1300.0,2.0,65.0
3809,Others,3,1515.0,3.0,93.93
3810,Others,4,2400.0,5.0,85.0
3811,Others,2,1243.0,2.0,58.0
3812,Others,3,1616.0,3.0,75.0
3813,Others,6,2700.0,4.0,214.0
3814,Others,1,595.0,1.0,42.0
3815,Others,2,1410.0,2.0,67.0
3816,Others,2,1254.0,2.0,53.0
3817,Others,7,2800.0,7.0,125.0
3818,Others,2,1170.0,2.0,86.0
3819,Others,2,1000.0,2.0,50.0
3820,Others,2,920.0,2.0,35.0
3821,Others,4,2400.0,3.0,142.0
3822,Others,3,1464.0,3.0,56.0
3823,Others,3,2000.0,3.0,85.0
3824,Others,3,1670.0,3.0,91.86
3825,Others,3,1488.0,3.0,57.0
3826,Others,3,1250.0,2.0,80.0
3827,Others,2,800.0,2.0,50.0
3828,Others,2,1260.0,2.0,58.0
3829,Others,2,1250.0,2.0,65.0
3830,Others,2,1225.0,2.0,48.0
3831,Others,2,1350.0,2.0,80.0
3832,Others,3,2000.0,3.0,100.0
3833,Others,3,1614.0,3.0,110.0
3834,Others,2,1188.0,2.0,73.0
3835,Others,3,1480.0,3.0,90.0
3836,Others,2,680.0,2.0,42.0
3837,Others,2,2400.0,2.0,95.0
3838,Others,2,1045.0,2.0,42.0
3839,Others,2,955.0,2.0,53.55
3840,Others,2,1115.0,2.0,56.87
3841,Others,3,1690.0,3.0,75.0
3842,Others,2,1068.0,2.0,40.05
3843,Others,3,1925.0,3.0,120.0
3844,Others,1,650.0,1.0,26.0
3845,Others,2,900.0,2.0,45.0
3846,Others,3,1550.0,2.0,70.0
3847,Others,2,916.0,2.0,42.0
3848,Others,3,1358.0,3.0,50.0
3849,Others,3,1685.0,2.0,110.0
3850,Others,2,850.0,2.0,33.0
3851,Others,3,1550.0,3.0,110.0
3852,Others,1,500.0,1.0,20.0
3853,Others,3,1765.0,3.0,105.0
3854,Others,2,1265.0,2.0,70.0
3855,Others,2,1012.0,2.0,59.0
3856,Others,3,2045.0,4.0,154.0
3857,Others,1,581.91,2.0,25.0
3858,Others,3,1158.0,2.0,85.0
3859,Others,2,925.0,2.0,51.0
3860,Others,2,1415.0,2.0,110.0
3861,Others,2,1210.0,2.0,60.0
3862,Others,2,1100.0,2.0,55.0
3863,Others,3,1840.0,3.0,155.0
3864,Others,2,824.0,2.0,60.0
3865,Others,3,1340.0,2.0,100.0
3866,Others,3,1620.0,2.0,110.0
3867,Others,3,1533.0,3.0,115.0
3868,Others,3,1560.0,3.0,85.0
3869,Others,3,1375.0,2.0,48.06
3870,Others,3,1375.0,2.0,85.0
3871,Others,2,1095.0,2.0,40.0
3872,Others,3,1440.0,2.0,60.33
3873,Others,2,1200.0,2.0,49.5
3874,Others,2,975.0,2.0,43.0
3875,Others,5,2800.0,4.0,200.0
3876,Others,2,900.0,2.0,42.0
3877,Others,3,1500.0,3.0,88.0
3878,Others,2,1010.0,2.0,46.0
3879,Others,2,1140.0,2.0,76.0
3880,Others,2,1198.0,2.0,84.0
3881,Others,2,1370.0,2.0,75.0
3882,Others,2,1316.0,2.0,55.5
